0.17176,1.3807
1.3042,0.39963
0.29626,1.6562
0.95062,0.14257
1.6749,0.76618
1.1749,0.35071
1.3647,0.49265
0.9279,0.014485
0.35133,0.90436
1.1512,1.5482
1.4698,1.393
0.71853,1.5127
1.2985,0.33472
0.12779,0.88356
1.5756,1.5423
0.66992,1.475
0.17081,0.58002
1.2604,1.7776
1.364,0.74186
0.78949,1.6725
1.5453,0.54831
0.87665,1.7202
0.42616,0.71101
1.8347,1.0777
0.38309,0.97383
1.5497,1.2376
1.0446,1.4489
1.2447,0.42245
1.578,1.2023
1.0636,0.59844
1.4812,0.70395
0.78283,1.3963
1.0286,0.73702
1.3783,0.87717
0.81183,1.8073
1.4521,1.5547
0.82731,0.051832
0.90283,0.13953
0.59128,1.2691
0.53595,0.93886
1.4465,0.31917
1.3602,0.18505
0.4541,1.1073
0.6203,0.082025
1.1138,0.096321
0.78979,0.25761
1.0127,0.29533
1.1726,0.8045
1.3081,0.9383
0.39265,0.81534
1.6657,1.5301
0.33144,0.42035
0.17703,0.63388
0.13926,0.54927
1.4924,0.48511
1.1661,0.33259
1.2698,0.50032
1.5215,0.92124
1.7776,1.3829
1.4689,0.16189
0.58278,1.7937
0.33891,0.83799
1.4196,0.11917
1.747,1.3882
1.0597,1.6288
0.89632,1.9065
1.8057,0.97657
0.72452,0.074573
0.71217,0.30322
0.4164,1.5422
0.58314,1.4836
0.53559,1.5027
0.046,0.97953
1.1573,1.5602
0.37652,0.68662
0.94161,1.7591
1.1782,0.82912
0.72953,1.1054
0.32283,0.71582
1.0547,0.52031
0.42205,0.64652
1.522,0.37684
0.64215,1.4681
0.9772,1.9757
0.8813,1.3799
0.44567,1.6591
0.77098,0.19474
1.6114,1.0239
1.4596,0.67266
0.55271,0.68739
1.4406,1.4407
1.4087,0.097697
1.1873,0.77925
0.74555,1.414
0.58996,1.9035
0.17388,0.74158
1.2229,0.65764
1.266,0.81456
0.97367,0.14637
0.92586,0.64232
0.32769,1.2383
0.089754,0.82345
0.60621,0.1933
0.041078,0.8093
1.6722,1.2994
0.86296,1.6798
0.8184,0.58133
0.55577,0.64106
1.2676,0.7514
1.7835,1.5876
1.2238,1.3201
1.1674,1.2481
0.21544,1.231
1.4346,0.22453
0.8404,0.33133
0.74818,0.054142
0.44805,0.97996
1.1204,0.52894
1.0671,1.6784
0.42611,0.46523
1.2525,1.245
0.81573,1.8377
0.22727,1.4815
1.5799,0.74953
1.7155,1.2435
0.99172,0.43416
0.52966,1.0209
1.6445,0.7414
0.5446,0.88309
1.202,1.1391
1.3715,0.20411
1.3166,1.8916
0.67486,0.25762
1.1832,0.98891
0.3778,1.3207
0.75025,0.85545
0.87764,0.80678
0.20941,0.70506
0.21639,1.0596
1.1813,1.7828
0.76435,1.2195
0.63179,1.3568
1.0432,1.7881
0.36382,0.90771
1.1862,1.9077
1.3423,0.59158
0.33918,0.4145
1.9206,0.73158
0.6978,1.2671
1.0977,0.67708
1.3233,1.5013
1.44,0.37614
0.17544,0.50408
0.91102,0.95461
1.2844,0.27341
0.48601,1.0652
0.96473,1.6927
1.0313,1.2182
1.247,1.4443
1.2502,1.737
1.4022,0.19449
1.2713,0.20342
1.5607,0.31683
1.2853,1.955
1.671,1.4476
1.1072,1.4821
0.76239,1.376
0.02583,0.95815
0.39708,1.4701
0.33707,0.47544
0.2451,1.5374
1.7606,0.58487
0.80204,1.8704
1.4432,1.5551
0.35591,0.46246
0.36561,1.5712
1.1795,0.84628
1.6002,1.7091
0.43463,1.3028
1.8378,0.78007
1.4798,0.94244
1.5102,1.3525
0.24485,0.99871
1.6945,0.89729
0.18977,1.5818
0.94368,1.8137
1.7987,0.81756
0.77839,1.6943
1.9401,1.0086
0.54728,1.3102
1.6463,0.79263
0.93183,1.2828
0.65977,0.80684
1.683,1.3378
0.86134,1.5854
0.85406,0.085115
0.43401,1.8009
1.4347,0.86945
1.0897,0.22059
1.6777,0.62145
3.7446,5.1763
3.6236,6.3314
4.6689,6.1573
